"Geneid","gene_name","gene_type","SRR18779955","SRR18779956","SRR18779957","SRR18779958","SRR18779959","SRR18779960","SRR18779961","SRR18779962"
"ENSMUSG00000025777.8","Gdap1","protein_coding",1.9194359103713,2.07431975098063,8.32239861086954,1.95201783340252,6.11762838404128,2.10554853327259,6.16654284539093,10.6793849701378
"ENSMUSG00000101589.1","Rbm6-ps1","processed_pseudogene",53.7442054903963,19.706037634316,37.4507937489129,21.4721961674278,30.5881419202064,41.0581963988156,24.6661713815637,34.174031904441
"ENSMUSG00000067780.3","Pi15","protein_coding",495.214464875795,445.978746460836,826.414182059345,626.59772452221,661.723470207132,856.958253041946,1156.2267835108,930.174430899005
"ENSMUSG00000025776.13","Crispld1","protein_coding",45.1067438937255,24.8918370117676,74.0693476367389,46.8484280016606,100.940868336681,60.0081331982689,102.775714089849,38.4457858924962
"ENSMUSG00000100720.1","Gm10075","processed_pseudogene",7.67774364148519,12.4459185058838,5.82567902760867,3.90403566680505,4.07841892269419,8.42219413309038,11.3053285498834,5.33969248506891
"ENSMUSG00000100204.1","Gm4849","processed_pseudogene",6.71802568629954,4.14863950196126,9.15463847195649,4.88004458350631,1.01960473067355,3.15832279990889,4.11102856359395,11.7473234671516
"ENSMUSG00000041872.9","Il17f","protein_coding",0,2.07431975098063,6.65791888869563,2.92802675010379,2.03920946134709,0,10.2775714089849,24.562585431317
"ENSMUSG00000041859.10","Mcm3","protein_coding",3471.29984390649,3584.42452969453,2987.74110130216,2060.35482315636,2870.18731684603,2591.93024445856,2267.23225282206,2067.52893021868
"ENSMUSG00000025931.15","Paqr8","protein_coding",117.085590532649,132.75646406276,138.151816940434,113.217034337346,128.470196064867,105.27742666363,101.74795694895,89.7068337491577
"ENSMUSG00000041809.5","Efhc1","protein_coding",28.7915386555695,10.3715987549032,26.6316755547825,38.0643477513492,40.7841892269419,38.952647865543,48.3045856222289,66.2121868148545
"ENSMUSG00000041779.5","Tram2","protein_coding",513.449106024322,517.542777869667,535.962470539998,608.053555104886,595.449162713351,552.706489984056,546.766798957995,399.408997883155
"ENSMUSG00000100819.1","Gm2693","unprocessed_pseudogene",9.59717955185649,1.03715987549032,8.32239861086954,4.88004458350631,2.03920946134709,13.6860654662719,16.4441142543758,13.8832004611792
"ENSMUSG00000025933.15","Tmem14a","protein_coding",101.730103249679,105.790307300012,158.957813467608,144.449319671787,137.646638640929,220.029821726986,200.412642475205,186.889236977412
"ENSMUSG00000025934.15","Gsta3","protein_coding",17.2749231933417,7.26011912843221,20.8059965271738,13.6641248338177,26.5097229975122,12.6332911996356,52.4156141858229,18.1549544492343
"ENSMUSG00000028033.16","Kcnq5","protein_coding",171.789513978231,123.422025183348,138.984056801521,57.5845260853745,112.15652037409,136.860654662719,116.136556921529,129.220558138668
"ENSMUSG00000082935.3","Gm7658","processed_pseudogene",96.9315134737505,121.347705432367,105.694462358043,145.425328588488,105.019287259375,135.807880396082,151.080299712078,127.08468114464
"ENSMUSG00000097970.1","Gm27028","lncRNA",63.3413850422528,45.6350345215739,49.9343916652172,51.7284725851669,37.7253750349212,65.2720045314504,24.6661713815637,40.5816628865237
"ENSMUSG00000100775.1","Gm29107","lncRNA",22.0735129692699,45.6350345215739,51.5988713873911,69.2966330857896,48.9410270723302,34.7415507989978,79.1372998491835,72.6198177969372
"ENSMUSG00000026158.11","Ogfrl1","protein_coding",618.058363139558,656.52220118537,694.088044146519,536.804904185694,704.546868895421,634.822882781687,586.849327453036,731.537870454441
"ENSMUSG00000026156.8","B3gat2","protein_coding",84.4551800563371,79.8613104127543,67.4114287480432,77.1047044193997,43.8430034189625,33.6887765323615,75.0262712855896,76.8915717849923
"ENSMUSG00000026155.13","Smap1","protein_coding",385.806617984631,456.350345215739,383.662575961086,284.994603676769,348.704817890353,388.473704388794,238.439656688449,206.11212992366
"ENSMUSG00000026154.4","Sdhaf4","protein_coding",531.683747172849,540.360295130454,544.284869150868,550.469029019512,453.724105149728,545.337070117602,867.427026918323,854.350797611026
"ENSMUSG00000026153.15","Fam135a","protein_coding",1836.90016622533,1994.45844056788,2004.03358549738,2176.49988424381,1795.52393071612,1904.46864834506,2050.37549609248,2156.16782547083
"ENSMUSG00000026147.16","Col9a1","protein_coding",86.3746159667084,6.22295925294189,125.66821902413,101.504927336931,36.7057703042477,57.9025846649964,90.4426283990669,81.1633257730475
"ENSMUSG00000100131.1","Gm28439","unprocessed_pseudogene",1064.32721230088,1275.70664685309,1524.6634255113,1823.18465639796,1078.74180505261,1221.2181492981,1564.2463684475,2107.04265460819
"ENSMUSG00000067736.2","Gm10222","unprocessed_pseudogene",190.024155126758,202.246175720612,233.027161104347,224.48205084129,192.7052940973,206.343756260714,155.191328275672,349.215888523507
"ENSMUSG00000101939.1","Gm28438","unprocessed_pseudogene",300.391719973108,327.74252065494,337.057143740216,355.267245679259,262.038415783102,283.196277725164,660.847841597727,524.357802033767
"ENSMUSG00000101111.1","Gm28437","unprocessed_pseudogene",2263.97465628295,2797.22018419738,2345.25192854304,3016.8435615236,1975.99396804533,2040.27652874114,4537.54777706682,3407.79174397098
"ENSMUSG00000100862.1","Gm10925","unprocessed_pseudogene",2783.18207003838,3501.45173965531,2897.02695644369,3396.51103012039,2547.99222195319,2886.70703911673,4311.44120606915,5007.56361249763
"ENSMUSG00000102070.1","Gm28661","unprocessed_pseudogene",5147.92711161582,6660.64072039881,5677.5403323352,7824.66348519402,4873.71061261955,5314.40449798003,11419.4095925231,9392.51908123622
"ENSMUSG00000101249.1","Gm29216","unprocessed_pseudogene",7004.98135490005,1572.33437124332,1416.47224357,2073.04293907348,1114.42797062619,1339.12886716137,8546.82838371182,3026.53770053706
"ENSMUSG00000073725.8","Lmbrd1","protein_coding",1024.01905818309,936.555367567755,1045.29326552521,1019.92931795282,1014.50670702018,1015.92716730403,1019.5350837713,1098.90871342718
"ENSMUSG00000086240.4","Gm7846","processed_pseudogene",172.749231933417,189.800257214728,119.010300135434,144.449319671787,116.234939296784,105.27742666363,274.411156619896,108.929726695406
"ENSMUSG00000099492.1","Gm5525","processed_pseudogene",21.1137950140843,16.594558007845,25.7994356936956,11.7121070004151,18.3528851521238,7.36941986645408,12.3330856907819,26.6984624253446
"ENSMUSG00000100261.1","Gm6473","unprocessed_pseudogene",47.0261798040968,25.9289968872579,3.32895944434781,29.2802675010379,12.2352567680826,10.527742666363,19.5273856770713,25.6305239283308
"ENSMUSG00000048874.15","Phf3","protein_coding",2058.59501387322,2190.48165703555,1954.93143369325,2271.17274916384,2071.83681272865,2000.27110660896,1460.44289721675,1880.63969324127
"ENSMUSG00000026064.16","Ptp4a1","protein_coding",15.3554872829704,10.3715987549032,21.6382363882608,15.6161426672202,8.15683784538837,7.36941986645408,4.11102856359395,4.27175398805513
"ENSMUSG00000117310.1","Ptp4a1","protein_coding",23.9929488796412,34.2262758911804,49.1021518041303,20.4961872507265,40.7841892269419,23.1610338659985,16.4441142543758,26.6984624253446
"ENSMUSG00000070960.4","Gm19680","processed_pseudogene",38.3887182074259,22.8175172607869,15.8125573606521,29.2802675010379,39.7645844962683,21.0554853327259,27.7494428042592,26.6984624253446
"ENSMUSG00000026134.11","Prim2","protein_coding",426.114772102428,406.566671192204,442.751606098259,329.891013845027,374.194936157192,351.626605056523,487.156884785883,395.1372438951
"ENSMUSG00000103746.1","1700001G17Rik","TEC",15.3554872829704,8.29727900392252,35.786314026739,25.3762318342328,15.2940709601032,22.1082595993622,6.16654284539093,18.1549544492343
"ENSMUSG00000004768.14","Rab23","protein_coding",740.902261403321,602.589887659873,680.772206369128,770.071035277296,647.449003977702,679.039401980412,658.79232731593,618.33638977098
"ENSMUSG00000042215.8","Bag2","protein_coding",1828.26270462866,1950.89772579728,1770.17418453195,1429.85306296735,1991.28803900544,1633.90566181953,1418.30485443991,1346.67044473438
"ENSMUSG00000042197.13","Zfp451","protein_coding",1240.91531605504,1052.71727362267,1141.00084955021,1368.36450121517,1173.56504500525,1184.37104996583,1066.81191225263,1274.05062693744
"ENSMUSG00000042182.16","Bend6","protein_coding",107.488410980793,89.1957492921671,130.661658190652,85.8887846697111,34.6665608429006,80.0108442643586,53.4433713267213,61.9404328267994
"ENSMUSG00000026131.19","Dst","protein_coding",8943.61162437506,9017.0679575128,8226.69102684454,9228.16430741044,10067.5771106706,9064.38643573852,5213.81197577803,7213.9245473281
"ENSMUSG00000103364.1","Gm38157","TEC",7.67774364148519,14.5202382568644,22.4704762493477,20.4961872507265,5.09802365336773,15.7916139995445,110.997771217037,48.0572323656202
"ENSMUSG00000096992.3","Gm26788","lncRNA",33.5901284314977,6.22295925294189,16.6447972217391,28.3042585843366,16.3136756907767,8.42219413309038,1.02775714089849,9.61144647312404
"ENSMUSG00000101462.2","Gm3052","transcribed_processed_pseudogene",64.3011029974385,71.5640314088318,74.9015874978258,58.5605350020757,65.254702763107,98.960781063812,113.053285498834,146.307574090888
"ENSMUSG00000102336.1","Gm37233","lncRNA",73.8982825492949,115.124746179425,119.010300135434,75.1526865859972,77.4899595311896,107.382975196902,47.2768284813304,49.125170862634
"ENSMUSG00000042111.9","Ccdc115","protein_coding",974.113724513433,1067.23751187953,974.552877332823,996.505103951989,1002.2714502521,942.232968639486,1222.0032405283,1026.28889563024
"ENSMUSG00000026127.13","Imp4","protein_coding",933.805570395636,1097.31514826875,909.63816816804,885.240087448045,903.369791376762,835.90276770922,972.258255289969,932.310307893032
"ENSMUSG00000026126.15","Ptpn18","protein_coding",75.8177184596663,64.3039122803996,113.184621107826,94.6728649200224,87.686006837925,73.6941986645408,149.024785430281,121.744988659571
"ENSMUSG00000100280.2","Gm28417","lncRNA",9.59717955185649,17.6317178833354,18.309276943913,9.76008916701262,24.4705135361651,2.10554853327259,7.19429998628941,20.2908314432619
"ENSMUSG00000037509.21","Arhgef4","protein_coding",83.4954621011514,45.6350345215739,110.687901524565,79.0567222528022,58.1174696483922,73.6941986645408,53.4433713267213,60.8724943297856
"ENSMUSG00000104002.2","Gm38336","lncRNA",13.4360513725991,16.594558007845,17.477037082826,6.83206241690884,8.15683784538837,12.6332911996356,28.7771999451576,23.4946469343032
"ENSMUSG00000037503.12","Fam168b","protein_coding",3896.45489805373,4028.32895640439,3627.73355447803,3659.05742871303,4627.98587252723,4389.01591760672,3043.18889420042,2968.86902169832
"ENSMUSG00000104358.1","Gm37127","TEC",23.9929488796412,21.7803573852966,12.4835979163043,20.4961872507265,40.7841892269419,43.1637449320882,0,2.13587699402756
"ENSMUSG00000026123.11","Plekhb2","protein_coding",2088.34627048397,2458.06890491205,2077.27069327304,1526.47794572077,2304.30669132222,2068.70143394032,1720.46545386407,1754.62295059364
"ENSMUSG00000102531.1","1110002O04Rik","lncRNA",30.7109745659408,31.1147962647095,16.6447972217391,30.2562764177391,36.7057703042477,6.31664559981778,55.4988856085183,40.5816628865237
"ENSMUSG00000045216.7","Hs6st1","protein_coding",1481.80452280664,1677.08751866784,1228.38603496434,1350.79634071455,1743.52408945176,1500.20332995672,862.288241213831,1198.22699364946
"ENSMUSG00000102202.1","Gm33280","lncRNA",0,8.29727900392252,7.49015874978258,5.85605350020757,4.07841892269419,10.527742666363,11.3053285498834,12.8152619641654
"ENSMUSG00000037470.14","Uggt1","protein_coding",2128.65442460177,2138.62366326103,2122.21164577173,2072.06693015678,2368.54178935465,2269.78131886786,2091.48578172842,1770.64202804885
"ENSMUSG00000047180.8","Neurl3","protein_coding",301.351437928294,282.107486133366,355.366420684129,283.042585843366,258.979601591081,345.309959456705,448.102113431741,346.012073032466
"ENSMUSG00000037447.16","Arid5a","protein_coding",689.077491823296,431.458508203971,659.133969980867,561.205127103226,472.076990301852,634.822882781687,530.32268470362,541.444817985988
"ENSMUSG00000102762.1","4930403P22Rik","lncRNA",3.83887182074259,14.5202382568644,8.32239861086954,11.7121070004151,8.15683784538837,1.0527742666363,1.02775714089849,6.40763098208269
"ENSMUSG00000010453.12","Kansl3","protein_coding",4570.17690259406,4610.17564655445,4043.02124516042,4569.67374799531,4236.45765594859,4458.49901920472,3650.59336447143,4281.36543452825
"ENSMUSG00000037432.15","Fer1l5","protein_coding",185.22556535083,179.428658459825,173.105891106086,164.945506922513,173.332804214503,202.132659194169,126.414128330514,272.324316738515
"ENSMUSG00000001143.13","Lman2l","protein_coding",1211.16405944429,1265.33504809819,1340.73841621108,1376.17257254878,1299.99603160877,1366.50099809391,1348.41736885882,1459.87192541784
"ENSMUSG00000037408.10","Cnnm4","protein_coding",288.87510451088,209.506294849044,254.665397492608,326.962987094923,252.86197320704,249.507501192802,213.773485306885,149.51138958193
"ENSMUSG00000001138.13","Cnnm3","protein_coding",859.907287846341,1037.15987549032,924.618485667605,902.808247948668,1039.99682528702,888.541481041035,832.483284127775,1109.58809839732
"ENSMUSG00000067653.12","Ankrd23","protein_coding",185.22556535083,164.90842020296,135.655097357173,209.841917090771,153.960314331706,177.918851061534,109.970014076138,146.307574090888
"ENSMUSG00000079610.9","Ankrd39","protein_coding",620.937517005115,612.961486414777,484.363599152607,602.197501604679,525.096436296877,469.537322919789,359.714999314471,460.28149221294
"ENSMUSG00000026121.13","Sema4c","protein_coding",1309.05529087322,1389.79423315702,1349.89305468304,1381.05261713229,1392.78006210006,1331.75944729492,961.980683880984,1291.13764288966
"ENSMUSG00000087589.3","D430040D24Rik","lncRNA",112.287000756721,131.71930418727,148.138695273478,70.2726420024909,122.352567680826,135.807880396082,92.4981426808639,169.802221025191
"ENSMUSG00000046337.17","Fam178b","protein_coding",6.71802568629954,4.14863950196126,15.8125573606521,5.85605350020757,9.17644257606192,3.15832279990889,21.5828999588682,6.40763098208269
"ENSMUSG00000061518.11","Cox5b","protein_coding",23714.6306726374,24303.7673623646,23871.9681754182,26811.9409507004,22366.0493720549,25199.2048462064,35374.373032585,33478.8039428851
"ENSMUSG00000037351.9","Actr1b","protein_coding",5758.30773111389,5784.24062560949,5054.19267638107,5657.92369011722,5335.59155561467,5400.7319878442,4948.65063342622,4882.61480834701
"ENSMUSG00000026117.10","Zap70","protein_coding",11.5166154622278,6.22295925294189,14.9803174995652,15.6161426672202,6.11762838404128,0,6.16654284539093,12.8152619641654
"ENSMUSG00000026116.11","Tmem131","protein_coding",2151.68765552622,2108.54602687181,1841.74681258543,1811.47254939754,2383.83586031475,2083.44027367323,1399.80522590374,1881.70763173828
"ENSMUSG00000026113.17","Inpp4a","protein_coding",746.660569134435,701.120075831453,846.387938725432,855.959819947007,887.056115685986,828.533347842766,878.732355468207,815.90501171853
"ENSMUSG00000026112.7","Coa5","protein_coding",3418.51535637128,3734.81271164063,3068.4683678276,2922.17069660358,3865.32153398342,3077.2591813779,2752.33362332615,2401.793679784
"ENSMUSG00000026111.15","Unc50","protein_coding",1042.25369933161,996.710640346193,1160.9746062163,1103.86608478913,939.055956950337,1091.72691450184,1312.44586892737,1173.66440821815
"ENSMUSG00000026110.15","Mgat4a","protein_coding",706.352415016637,651.336401807918,837.233300253475,763.238972860387,843.213112267023,670.617207847321,640.292698779758,576.686788387443
"ENSMUSG00000026090.16","2010300C02Rik","protein_coding",69.0996927733667,79.8613104127543,69.0759084702171,59.536543918777,58.1174696483922,64.2192302648141,110.997771217037,51.2610478566616
"ENSMUSG00000060771.14","Tsga10","protein_coding",172.749231933417,205.357655347082,192.247407911086,280.114559093262,206.97976032673,168.443882661808,255.911528083723,294.751025175804
"ENSMUSG00000037216.5","Lipt1","protein_coding",195.782462857872,172.168539331392,185.589489022391,217.649988424381,223.293436017507,188.446593727897,181.913013939032,256.305239283308
"ENSMUSG00000026088.15","Mitd1","protein_coding",262.003001765682,270.698727502972,277.135873741956,250.834291592224,294.665767164655,245.296404126257,362.798270737166,423.971583314472
"ENSMUSG00000026087.11","Mrpl30","protein_coding",4480.92313276179,4226.42649262304,4375.9171895952,4022.1327457259,3645.08691215793,4192.14712974574,7256.99317188422,5783.95489982665
"ENSMUSG00000058407.12","Txndc9","protein_coding",2152.64737348141,2100.24874786789,2229.57058785195,2359.98956058365,1933.17056935704,2178.1899576705,3139.79806544488,2506.45165249135
"ENSMUSG00000026083.12","Eif5b","protein_coding",3135.39855959151,3277.4252065494,3041.83669227282,3131.03660477765,3099.59838124758,3196.2226735078,3078.13263699097,3061.77967093851
"ENSMUSG00000026082.11","Rev1","protein_coding",615.179209274001,646.150602430467,593.387020954998,642.213867189431,708.625287818115,482.170614119424,308.327142269546,479.504385159188
"ENSMUSG00000103804.1","Gm37062","lncRNA",9.59717955185649,17.6317178833354,22.4704762493477,13.6641248338177,7.13723311471483,11.5805169329993,0,8.54350797611026
"ENSMUSG00000037138.17","Aff3","protein_coding",211.137950140843,159.722620825509,272.974674436521,175.681605006227,248.783554284345,330.571119723797,263.105828070013,153.783143569985
"ENSMUSG00000048814.10","Lonrf2","protein_coding",134.360513725991,121.347705432367,125.66821902413,135.665239421475,182.509246790565,147.388397329082,110.997771217037,134.560250623737
"ENSMUSG00000026080.13","Chst10","protein_coding",37.4290002522403,36.300595642161,53.263351109565,54.6564993352707,26.5097229975122,64.2192302648141,63.7209427357062,53.3969248506891
