"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","gene_type"
"ENSMUSG00000028825.7",219.796910335931,-0.874553750623545,0.199750293753194,-4.37823511641048,1.19644239430154e-05,0.00513812186232794,"Rhd","protein_coding"
"ENSMUSG00000022122.15",1559.30191180101,-0.676104996901379,0.156138429106058,-4.33016394985076,1.48998366857433e-05,0.00624266816067559,"Ednrb","protein_coding"
"ENSMUSG00000026365.15",1947.28367893062,-0.739629858610991,0.171916918358152,-4.3022517252789,1.69071071793209e-05,0.00660068834378122,"Cfh","protein_coding"
"ENSMUSG00000113975.1",34.1850899721635,-1.70042808786792,0.394534407646502,-4.30996145053966,1.6328300675546e-05,0.00660068834378122,"Gm36372","lncRNA"
"ENSMUSG00000115924.1",176.793152354498,-1.46532167992556,0.34036377746767,-4.30516340730396,1.66862520603114e-05,0.00660068834378122,"Gm19277","lncRNA"
"ENSMUSG00000055172.10",138.798156112032,-1.06104105303999,0.247979279552148,-4.27874883319378,1.87946798714568e-05,0.00717455579626413,"C1ra","protein_coding"
"ENSMUSG00000046179.17",805.512742680834,0.695722866059883,0.163283383469331,4.26083077945625,2.03668402594054e-05,0.00760568656469708,"E2f8","protein_coding"
"ENSMUSG00000074415.14",1597.05744626838,-0.812102895180161,0.191283404265785,-4.24554810856334,2.18059714204672e-05,0.0079698505757614,"3110039I08Rik","lncRNA"
"ENSMUSG00000001403.13",4444.04811216369,0.906084492140487,0.214174588987317,4.23058821508533,2.33081013616667e-05,0.00834138677480646,"Ube2c","protein_coding"
"ENSMUSG00000079644.2",27.1964334966296,2.08243495281799,0.493055607127064,4.2235296033888,2.40505762877668e-05,0.00843144488716854,"Gm1110","protein_coding"
"ENSMUSG00000030674.5",43.3921347491799,1.48722839055918,0.353216224888617,4.21053248906717,2.54769480458826e-05,0.00875286027064342,"Qprt","protein_coding"
"ENSMUSG00000074802.11",883.409033868719,0.796227714296819,0.190991607972118,4.16891465939727,3.0605354894463e-05,0.0103086036544527,"Gas2l3","protein_coding"
"ENSMUSG00000027654.2",1230.75873417482,0.788009928758912,0.190421962350751,4.13823027045286,3.49995013561264e-05,0.0113438006470857,"Fam83d","protein_coding"
"ENSMUSG00000028017.7",173.138108242065,-0.934094873083759,0.225521721779913,-4.14192861650525,3.44397541795286e-05,0.0113438006470857,"Egf","protein_coding"
"ENSMUSG00000036062.13",739.112908232405,0.635824230040505,0.154060418350269,4.12710959017978,3.67351355284157e-05,0.0114733846928568,"Phf24","protein_coding"
"ENSMUSG00000079355.5",217.286902115773,-0.865155473297569,0.209560922087239,-4.12841986321005,3.65264694906163e-05,0.0114733846928568,"Ackr4","protein_coding"
"ENSMUSG00000097485.7",74.7898683923758,-3.9564986731676,0.96498846760459,-4.10004762335544,4.13065127758096e-05,0.0126707727939796,"Cdk2ap2","protein_coding"
"ENSMUSG00000081209.1",65.7663107052894,1.51691712056948,0.370632165664422,4.09278325277071,4.26226098047278e-05,0.0128451086179932,"Gm14890","processed_pseudogene"
"ENSMUSG00000025912.16",441.240423046256,0.810273549792882,0.198777261961873,4.07628891652758,4.57601567122736e-05,0.0131011328667239,"Mybl1","protein_coding"
"ENSMUSG00000108994.1",33.3524002436654,-1.85691029587006,0.455110111071835,-4.08013412731443,4.50097220042797e-05,0.0131011328667239,"Gm31663","transcribed_unprocessed_pseudogene"
"ENSMUSG00000049723.14",17.314315917889,-2.91012320876287,0.712578767119448,-4.08393197081475,4.42799989259618e-05,0.0131011328667239,"Mmp12","protein_coding"
"ENSMUSG00000027115.14",316.960278171673,0.625174108084339,0.153757353446618,4.06597859595305,4.78313258893742e-05,0.0133359528580382,"Kif18a","protein_coding"
"ENSMUSG00000038007.14",1161.46085563412,-0.642076460856521,0.158018099084137,-4.06330961186063,4.83817867615686e-05,0.0133359528580382,"Acer2","protein_coding"
"ENSMUSG00000070570.5",330.573286432478,1.50152287805736,0.369762322360483,4.0607784710783,4.89093625600424e-05,0.0133359528580382,"Slc17a7","protein_coding"
"ENSMUSG00000034206.15",407.185496321998,0.850479352469496,0.209813662985357,4.05349842507087,5.04573397742187e-05,0.0135430653537739,"Polq","protein_coding"
"ENSMUSG00000025330.6",185.641940341354,1.31018421196204,0.323839895297883,4.0457776542846,5.21497137293408e-05,0.0137819658837326,"Padi4","protein_coding"
"ENSMUSG00000027326.13",883.231989825795,0.75209059715037,0.186820885291676,4.02573082755796,5.67986322559195e-05,0.01401455659456,"Knl1","protein_coding"
"ENSMUSG00000033044.12",4165.44478119115,-0.666225050250777,0.165450782662657,-4.02672649551114,5.65587568230701e-05,0.01401455659456,"Dhrs7c","protein_coding"
"ENSMUSG00000024795.11",1024.1494373975,0.65117968147653,0.161805949380544,4.02444832201472,5.71090325776692e-05,0.01401455659456,"Kif20b","protein_coding"
"ENSMUSG00000117696.1",215.155904567156,-0.721709813884563,0.178938405406047,-4.03328627103197,5.50022067033058e-05,0.01401455659456,"AC158549.1","lncRNA"
"ENSMUSG00000016327.9",12.5845833396894,3.69711484925322,0.918216678695382,4.02640785670126,5.66354183963617e-05,0.01401455659456,"Atp1b4","protein_coding"
"ENSMUSG00000028214.13",393.604338727081,0.787113968430624,0.195942533461946,4.01706538403766,5.89273783930766e-05,0.0142571057188207,"Gem","protein_coding"
"ENSMUSG00000087651.3",293.371291468041,0.717271485009972,0.17915276232198,4.00368643895573,6.23630112557101e-05,0.0148787751020915,"1500009L16Rik","protein_coding"
"ENSMUSG00000067212.8",341.970996190804,-0.779005210416441,0.194825925762803,-3.99846790085251,6.37538249991735e-05,0.0150022356963809,"H2-T23","protein_coding"
"ENSMUSG00000027699.19",1379.53922351501,0.685583539612914,0.172219716151094,3.98086557645601,6.86647735941293e-05,0.0159395064972967,"Ect2","protein_coding"
"ENSMUSG00000016024.9",247.838713444229,-0.701660530145073,0.177346078379873,-3.95644796070497,7.60724504568179e-05,0.0167534942813746,"Lbp","protein_coding"
"ENSMUSG00000001155.13",177.748356454907,0.869250637892834,0.219331085919205,3.96318941407622,7.39550582468742e-05,0.0167534942813746,"Ftcd","protein_coding"
"ENSMUSG00000025383.2",230.659611045814,0.63288713430155,0.159810521048563,3.96023447110363,7.48762084829581e-05,0.0167534942813746,"Il23a","protein_coding"
"ENSMUSG00000022639.14",623.960317707152,0.552047085246448,0.13949547695837,3.95745508946644,7.57525241715197e-05,0.0167534942813746,"Dubr","lncRNA"
"ENSMUSG00000040740.7",1894.65773366727,-0.726519993509158,0.183810629777035,-3.9525461307131,7.7324016299337e-05,0.0168135690125318,"Slc25a34","protein_coding"
"ENSMUSG00000040812.14",117.563334105866,0.937443290150048,0.237729063820693,3.94332638628112,8.03591714843702e-05,0.0172551230969814,"Agbl2","protein_coding"
"ENSMUSG00000047786.12",113.364997597033,-1.3035475570456,0.331624926645574,-3.93078882890722,8.46676133488866e-05,0.0179558057050268,"Lix1","protein_coding"
"ENSMUSG00000042757.16",740.011102210098,-0.622092941270328,0.158522735160091,-3.92431369949603,8.69773378516884e-05,0.0182206915806866,"Tmem108","protein_coding"
"ENSMUSG00000058729.13",557.630343962467,0.473123284919542,0.120668154709657,3.92086284950604,8.82324717436632e-05,0.0182609325254536,"Lin9","protein_coding"
"ENSMUSG00000038173.15",405.998509416146,-0.755076339061221,0.192888201142849,-3.91458023138506,9.05616214822886e-05,0.01830197098615,"Enpp6","protein_coding"
"ENSMUSG00000078451.5",115.076844873091,-0.959713677667846,0.245000098536639,-3.91719710889963,8.95844979586822e-05,0.01830197098615,"Ppil6","protein_coding"
"ENSMUSG00000027331.15",2006.20745398579,0.563489569995367,0.144238170653608,3.90666054236506,9.35804755567773e-05,0.0183475936908941,"Knstrn","protein_coding"
"ENSMUSG00000036377.18",972.731356872702,0.593121755052591,0.151783886425498,3.9076727379999,9.31894135609629e-05,0.0183475936908941,"C530008M17Rik","protein_coding"
"ENSMUSG00000018893.15",67782.6364518467,-0.495048597654237,0.126753512148373,-3.90560063593939,9.39916314354805e-05,0.0183475936908941,"Mb","protein_coding"
"ENSMUSG00000036564.17",16510.962471225,0.431870321606679,0.110897337540188,3.89432542914002,9.84723776305029e-05,0.0190062753138964,"Ndrg4","protein_coding"
"ENSMUSG00000049881.13",2053.97952269586,-0.479120510526662,0.123342835231474,-3.88446162784819,0.000102556887785763,0.0191491545476504,"2810025M15Rik","transcribed_processed_pseudogene"
"ENSMUSG00000039116.7",355.709397310701,-0.700601805312556,0.180290499978668,-3.88596074333064,0.000101925978050095,0.0191491545476504,"Adgrg6","protein_coding"
"ENSMUSG00000048218.6",300.049312021439,-0.853494382415625,0.219591258745118,-3.88674115396499,0.000101598990312113,0.0191491545476504,"Amigo2","protein_coding"
"ENSMUSG00000031004.8",7787.43357952675,0.789541736577387,0.203646756594215,3.87701601430669,0.000105745400509211,0.0194357688911205,"Mki67","protein_coding"
"ENSMUSG00000018362.14",4744.51933970713,0.540451790943218,0.139449218719987,3.87561720247743,0.000106354772136764,0.0194357688911205,"Kpna2","protein_coding"
"ENSMUSG00000030994.16",37.2663527498116,-1.95554308451611,0.505388498263809,-3.86938581157684,0.000109109867830469,0.0197293611535979,"D7Ertd443e","protein_coding"
"ENSMUSG00000026980.15",124.162206193629,0.986915920534756,0.256312695888023,3.85043712764785,0.000117907195942622,0.020804740695145,"Ly75","protein_coding"
"ENSMUSG00000107476.2",443.16493181321,-0.50645808985468,0.131517083435318,-3.85089204098541,0.00011768837317782,0.020804740695145,"Zfp862-ps","transcribed_unitary_pseudogene"
"ENSMUSG00000031760.9",1239.10462545813,0.72644705465543,0.188832728234875,3.84703997789967,0.000119553467576365,0.020804740695145,"Mt3","protein_coding"
"ENSMUSG00000021196.14",7470.20937899553,0.580693224905663,0.15097343035435,3.84632728780632,0.000119901579276944,0.020804740695145,"Pfkp","protein_coding"
"ENSMUSG00000071103.9",178.008344723418,-0.947257125928209,0.246482986329167,-3.84309335112968,0.000121493229560392,0.0208701069738841,"1700029J07Rik","protein_coding"
"ENSMUSG00000039814.15",289.715991108272,0.730557783867295,0.190222818332997,3.84053706211211,0.000122765435349976,0.0208798480043752,"Xkr5","protein_coding"
"ENSMUSG00000046805.10",293.635565119239,-0.778646691110138,0.20328206312053,-3.83037578012213,0.000127947712407714,0.0215479000366638,"Mpeg1","protein_coding"
"ENSMUSG00000029136.9",102.37339697505,-0.851590255929533,0.222680306841878,-3.82427286906082,0.0001311585930562,0.0218741971992174,"Rbks","protein_coding"
"ENSMUSG00000034317.14",1166.80399645691,0.596882075381634,0.15618519007015,3.82163043188376,0.000132572264089824,0.0218973687743749,"Trim59","protein_coding"
"ENSMUSG00000041431.16",2592.10506559828,0.69654182410019,0.182507747085395,3.81650551948505,0.000135355048809337,0.0221440859852076,"Ccnb1","protein_coding"
"ENSMUSG00000008999.7",1306.78024980248,0.61186881605624,0.160435693253845,3.81379482113203,0.000136849096431779,0.022177299797218,"Bmp7","protein_coding"
"ENSMUSG00000074206.7",54.6417505876799,-1.31753270246325,0.347817569723988,-3.78799927648504,0.000151865291734171,0.0241550183463851,"Adh6b","protein_coding"
"ENSMUSG00000015880.13",735.834964979638,0.646070908471289,0.170474848326518,3.78983125554007,0.000150749657368616,0.0241550183463851,"Ncapg","protein_coding"
"ENSMUSG00000029304.14",63.9324294423984,-2.26575567115645,0.59899927956009,-3.78256827423973,0.000155218499296969,0.0244618658800305,"Spp1","protein_coding"
"ENSMUSG00000028167.15",37.8461903132044,-1.46880027382204,0.389665890165714,-3.76938374872227,0.000163651109562314,0.02509998892912,"Bdh2","protein_coding"
"ENSMUSG00000037846.18",171.737566180697,0.810150304351555,0.214682052265013,3.7737216306814,0.000160830210499865,0.02509998892912,"Rtkn2","protein_coding"
"ENSMUSG00000024660.9",1951.42412659048,0.620417892151949,0.164501702703797,3.77149830034937,0.000162270263469239,0.02509998892912,"Incenp","protein_coding"
"ENSMUSG00000021943.7",283.945794832374,-0.661731230709202,0.175658206335107,-3.76715238368541,0.000165120221475765,0.0251011961461123,"Gdf10","protein_coding"
"ENSMUSG00000020914.17",6665.85125567476,0.607673395844179,0.161403194108436,3.76494033591382,0.000166588855453681,0.0251023101665205,"Top2a","protein_coding"
"ENSMUSG00000035293.13",1309.38694710352,0.502397431467399,0.134098753946334,3.74647352553668,0.000179337920588232,0.0267884069553447,"G2e3","protein_coding"
"ENSMUSG00000024164.15",2741.29668527096,-0.978565130874714,0.261499507329402,-3.74212992165239,0.000182467131457742,0.0270208653808715,"C3","protein_coding"
"ENSMUSG00000054855.13",76.6241547834693,1.15020223405566,0.307656739357377,3.73858943073428,0.00018505566328365,0.0271699673836457,"Rnd1","protein_coding"
"ENSMUSG00000040564.14",64.2615060138923,-1.84382917366111,0.494169774748593,-3.73116541698477,0.000190596019657187,0.0275130960140434,"Apoc1","protein_coding"
"ENSMUSG00000041064.13",687.437138488114,0.674383887524728,0.180735819952516,3.73132391632111,0.000190476124105061,0.0275130960140434,"Pif1","protein_coding"
"ENSMUSG00000032258.15",518.792873979862,0.45240798757797,0.121880304872974,3.71190397045264,0.000205706035488023,0.0294468189801105,"Lca5","protein_coding"
"ENSMUSG00000050295.4",694.893268301627,-0.669661999766575,0.180534158566997,-3.70933680962132,0.000207802843400131,0.0295011342473343,"Foxc1","protein_coding"
"ENSMUSG00000031613.9",204.253585676594,-0.986081958381202,0.26660915455965,-3.69860502355924,0.000216787647216403,0.0302762455600274,"Hpgd","protein_coding"
"ENSMUSG00000074785.5",449.715018020923,-0.620259155238708,0.167631234473847,-3.70014071175666,0.000215479954912731,0.0302762455600274,"Plxnc1","protein_coding"
"ENSMUSG00000026839.17",140.501232951286,-0.681688049270003,0.185347414746469,-3.67789348560628,0.000235168119795713,0.0320612536654822,"Upp2","protein_coding"
"ENSMUSG00000027015.4",75.8787302676394,-1.21535324885133,0.330136349659708,-3.68136756253611,0.000231986282972121,0.0320612536654822,"Cybrd1","protein_coding"
"ENSMUSG00000001870.16",2106.42903730551,-0.52414299013561,0.142470592571743,-3.67895564041873,0.000234190993563013,0.0320612536654822,"Ltbp1","protein_coding"
"ENSMUSG00000024989.15",917.83560731075,0.578911090665212,0.157607784612745,3.67311229002833,0.000239614123898284,0.0324101686639742,"Cep55","protein_coding"
"ENSMUSG00000024056.10",905.256340199372,0.59799956615429,0.163171323025238,3.66485700469437,0.000247476813855382,0.0332121617844356,"Ndc80","protein_coding"
"ENSMUSG00000041406.14",292.596578496012,0.571525388276335,0.156228365303852,3.65826901641558,0.00025392444343409,0.0337462108227282,"BC055324","protein_coding"
"ENSMUSG00000027887.11",111.027700967059,1.15081078550327,0.31470447823972,3.65679825066442,0.000255385225693018,0.0337462108227282,"Sypl2","protein_coding"
"ENSMUSG00000109052.1",70.0685160638083,-1.1804566043133,0.323333342457994,-3.65089661134054,0.000261326427807149,0.0342676746326046,"Gm45012","lncRNA"
"ENSMUSG00000006542.13",399.238736296638,1.01908261478884,0.280345155342065,3.63509978813582,0.00027787305735961,0.0355538872861116,"Prkag3","protein_coding"
"ENSMUSG00000097697.2",213.551066124027,1.01325549718121,0.278851528426961,3.63367381522747,0.000279414063547856,0.0355538872861116,"4833412C05Rik","lncRNA"
"ENSMUSG00000041798.15",29.7388673429927,1.52476273143946,0.419324097983422,3.63623922109942,0.000276647434768909,0.0355538872861116,"Gck","protein_coding"
"ENSMUSG00000058290.4",1375.28405591109,0.693464634303553,0.190574066769561,3.63881952071725,0.000273890656013298,0.0355538872861116,"Espl1","protein_coding"
"ENSMUSG00000027022.13",1670.67203843941,1.01898576112703,0.280898960385174,3.62758822506775,0.000286081034515378,0.0358708029993078,"Xirp2","protein_coding"
"ENSMUSG00000049625.6",64.3666224185321,-1.09859591763314,0.302730383284858,-3.62895823574934,0.000284567269255017,0.0358708029993078,"Tifab","protein_coding"
"ENSMUSG00000055026.13",31.8907457883985,1.79118801655227,0.49460213418343,3.62147247809486,0.000292930972660764,0.036463538031642,"Gabrg3","protein_coding"
"ENSMUSG00000014602.15",512.22766426025,0.905743115833196,0.251517037083172,3.60112033100042,0.000316848876369344,0.0385152606491522,"Kif1a","protein_coding"
"ENSMUSG00000039476.13",221.708687372352,0.65683101014993,0.182552442673001,3.59804010580393,0.000320624186333029,0.0385152606491522,"Prrx2","protein_coding"
"ENSMUSG00000015947.10",74.8391689260378,-0.906723550954977,0.251897212580067,-3.59957754858748,0.00031873457129996,0.0385152606491522,"Fcgr1","protein_coding"
"ENSMUSG00000085465.1",47.1457296135628,1.82688711073904,0.507601891303895,3.59905497208896,0.000319375678494542,0.0385152606491522,"Gm15347","lncRNA"
"ENSMUSG00000062248.5",2048.21804762488,0.60234116760325,0.167287292358419,3.60063911078621,0.000317435933211855,0.0385152606491522,"Cks2","protein_coding"
"ENSMUSG00000028068.14",2567.5564144881,0.564165402222906,0.157211378985756,3.58857867580961,0.000332485660712614,0.0396627686091756,"Iqgap3","protein_coding"
"ENSMUSG00000084353.1",191.794902884407,0.703890417383991,0.196353009313202,3.58482113335588,0.000337309296441561,0.0399606834087802,"Gm15452","processed_pseudogene"
"ENSMUSG00000030616.15",860.08540746355,0.75219417320523,0.209953803516773,3.58266514159692,0.000340106470417191,0.0400160886905925,"Sytl2","protein_coding"
"ENSMUSG00000032679.12",1863.83054655956,-0.587707279080963,0.16451380230899,-3.57238888672168,0.000353739588065915,0.0411733363997944,"Cd59a","protein_coding"
"ENSMUSG00000036777.8",2628.76442901216,0.64718146646199,0.181288970670533,3.56988880276755,0.00035713279331525,0.0411733363997944,"Anln","protein_coding"
"ENSMUSG00000046997.5",1104.25397013779,0.57371886580016,0.160641034816104,3.57143407633629,0.000355031917108046,0.0411733363997944,"Spsb4","protein_coding"
"ENSMUSG00000029910.14",1770.91687226367,0.398623038432373,0.111739965180179,3.56741688427769,0.000360517678276851,0.041286484516265,"Mad2l1","protein_coding"
"ENSMUSG00000041193.15",182.026087510313,-0.99702665715119,0.280178230755687,-3.55854433965853,0.000372915843549148,0.0413724512336266,"Pla2g5","protein_coding"
"ENSMUSG00000097462.7",49.7931700083126,-1.22162433602059,0.343807009291386,-3.55322696456497,0.000380535993416754,0.0413724512336266,"9530026P05Rik","lncRNA"
"ENSMUSG00000008540.11",535.185750426582,-0.862606767276487,0.242563169158548,-3.5562149450342,0.000376236292557986,0.0413724512336266,"Mgst1","protein_coding"
"ENSMUSG00000031534.15",1180.26030681429,-0.42048702283709,0.118095786412119,-3.56055906490784,0.000370066055642071,0.0413724512336266,"Smim19","protein_coding"
"ENSMUSG00000074476.6",1527.17411438366,0.584998140189458,0.164333086815094,3.55983175103193,0.000371092469831676,0.0413724512336266,"Spc24","protein_coding"
"ENSMUSG00000063011.7",1213.33606258493,-0.922942620676176,0.25967845491235,-3.55417480047661,0.000379167109840571,0.0413724512336266,"Msln","protein_coding"
"ENSMUSG00000079553.11",1886.14622122653,0.664747178773993,0.187002441016936,3.55475134527142,0.000378336705070022,0.0413724512336266,"Kifc1","protein_coding"
"ENSMUSG00000056515.9",1750.45789906885,0.483757690548272,0.136115049957444,3.55403528632224,0.000379368309685425,0.0413724512336266,"Rab31","protein_coding"
"ENSMUSG00000031673.6",1937.39428067407,-0.495959726893251,0.139897765647764,-3.54515831326415,0.000392377342111291,0.0423915596401745,"Cdh11","protein_coding"
"ENSMUSG00000082292.3",14.5276166427885,-2.4428783152607,0.690388948758526,-3.53840877617399,0.000402546347672226,0.0429499450951149,"Gm12250","processed_pseudogene"
"ENSMUSG00000055760.12",288.163756429597,0.577716027212336,0.16320759929286,3.53976181081912,0.00040048831110999,0.0429499450951149,"Gemin6","protein_coding"
"ENSMUSG00000035852.11",35.7748372280855,-1.45732894715267,0.412333809188275,-3.5343425998018,0.000408790831216925,0.0433469685101502,"Misp","protein_coding"
"ENSMUSG00000083282.3",777.437355145696,-0.635193878955345,0.180272949475396,-3.52351187909108,0.000425868006300072,0.0448807399522861,"Ctsf","protein_coding"
"ENSMUSG00000018920.11",320.911377297001,-0.72585566491553,0.206256026923478,-3.51919735749018,0.000432854578460899,0.0453388777365935,"Cxcl16","protein_coding"
"ENSMUSG00000027254.13",1216.63706494102,0.920413954577986,0.262028991396968,3.51264167247654,0.000443675396425006,0.0456374608370584,"Map1a","protein_coding"
"ENSMUSG00000037725.8",1452.10762635412,0.445651650190356,0.12676773017206,3.51549759221434,0.000438930739942746,0.0456374608370584,"Ckap2","protein_coding"
"ENSMUSG00000096472.2",2063.47735252701,0.586128492597918,0.166834831437352,3.51322615036787,0.00044270050051141,0.0456374608370584,"Cdkn2d","protein_coding"
"ENSMUSG00000040084.9",2073.12548623483,0.623697785090152,0.178638554319982,3.49139516642621,0.000480504991432068,0.049131635373929,"Bub1b","protein_coding"
"ENSMUSG00000032193.9",1003.72064471,0.773759415682308,0.221725752875643,3.48971378221581,0.000483538128329193,0.0491492187481591,"Ldlr","protein_coding"
"ENSMUSG00000026196.7",688.095661426967,0.448899373208983,0.128868463495553,3.48339198771057,0.00049510286009912,0.0494660078124887,"Bard1","protein_coding"
"ENSMUSG00000072082.7",797.026286749239,0.613429471657479,0.176015962833561,3.48507863595037,0.000491992431088461,0.0494660078124887,"Ccnf","protein_coding"
"ENSMUSG00000001228.14",2748.99522986598,0.681015894124616,0.195509450098545,3.48328888338315,0.000495293593185939,0.0494660078124887,"Uhrf1","protein_coding"
